Neurons,Test_Accuracy,CV_Accuracy,CV_Std,Time
300,0.9341519610410012,0.9305500992863506,0.0023862473496003536,1461.5265736579895
500,0.9337854113211499,0.9305239302743671,0.0024517463908998918,2722.059465408325
